2016-09-28,52.66666666666666,513.3333333333334,10.503205128205133,13.0,1072.227777777778,5.0,4.333333333333333,1.0966432953185563,31.66666666666667,33.170986382783425,99.513664,-4.027611,-0.2949059,-0.5109355,94.0
2016-09-29,52.5,511.75,10.468073593073592,14.25,1188.1208333333334,5.0,6.25,2.008121389530535,33.0,90.68270765534916,99.53925,5.3596745,0.40999308,-1.7924167,104.0
2016-09-30,48.0,510.0,8.178205128205128,14.25,999.4291666666667,5.0,3.75,2.612676654441852,33.25,32.31483733873523,99.55702,-5.6848855,-1.6433178,-2.7368243,87.5
2016-10-01,55.0,517.0,10.076923076923077,13.0,1132.5833333333335,5.0,4.0,3.8814275753840883,34.0,96.59852058250357,99.56059,3.9695706,-0.6150769,-3.6485398,99.0
2016-10-02,50.0,511.0,10.116666666666667,13.5,1167.8916666666667,5.0,5.5,4.13656936504711,31.0,62.39060594621421,99.56338,5.9070888,0.52431333,-4.490764,102.5
2016-10-03,54.0,514.0,10.071428571428571,14.0,1216.3833333333334,5.0,7.0,4.490110916886867,30.0,108.57435583230429,99.58768,9.831665,0.33150136,-5.585659,107.0
2016-10-04,50.0,514.0,9.727272727272727,11.0,919.3166666666667,5.0,2.0,5.454000186443814,29.0,120.62992956231051,99.60483,-12.505608,-1.4471626,-4.687584,81.0
2016-10-05,39.0,504.0,8.315789473684209,19.0,1339.1833333333334,5.0,7.0,6.080296411300211,30.0,139.77207091248948,99.60398,14.021528,2.8108323,2.0125833,117.0
2016-10-06,50.0,509.5,9.71361451048951,13.25,1086.6208333333334,5.0,7.0,7.241224929428434,30.25,131.62370609639257,99.609795,-11.493696,0.8630321,6.3633385,95.0
2016-10-07,43.0,510.0,11.428571428571427,14.0,1367.0000000000005,5.0,6.0,7.908049518446551,32.0,46.976743237258674,99.61808,10.383958,1.4070824,8.6303215,120.0
2016-10-08,50.8,511.2,9.1748128342246,14.8,1117.5166666666667,5.0,5.2,8.591947620457091,32.2,127.38920604142164,99.595634,-8.925846,0.71299475,6.949595,98.2
2016-10-09,50.0,511.0,9.357142857142858,14.0,1122.1833333333336,5.0,5.0,9.085572685379493,33.0,116.87605537433144,99.64942,-3.2816708,-1.7602164,4.083186,98.0
2016-10-10,55.0,515.0,9.35357142857143,13.75,1099.6375,5.0,5.0,10.022598053767126,32.0,26.884855939688755,99.61011,-2.932458,-0.6287728,-0.04826473,96.5
2016-10-11,51.33333333333334,511.0,10.928571428571427,12.666666666666664,1154.7666666666667,5.0,6.0,10.80698293666767,32.0,109.49085990070594,99.65213,4.275003,0.35094237,-6.2251725,101.33333333333331
2016-10-12,48.0,511.0,10.55,10.5,945.3333333333336,5.0,3.0,11.603324026894295,32.0,123.55175986282691,99.650955,-4.930123,0.041885797,-13.082338,82.5
2016-10-13,47.55555555555557,510.0,10.641077441077444,10.666666666666666,971.8851851851854,5.0,3.7777777777777777,12.2983034615113,33.0,119.73148205903381,99.649574,4.8496733,-3.7556329,-16.772425,84.8888888888889
2016-10-14,47.11111111111111,509.0,10.732154882154884,10.833333333333336,998.437037037037,5.0,4.5555555555555545,12.993282896128305,34.0,114.41418684378591,99.64849,3.8430994,-4.510138,-12.467652,87.2777777777778
2016-10-15,46.66666666666666,508.0,10.823232323232324,11.0,1024.9888888888886,5.0,5.333333333333333,13.688262330745316,35.0,129.13877222643453,99.659225,-4.4021077,0.0059107696,-2.4262717,89.66666666666669
2016-10-16,56.0,513.0,9.0,18.0,1399.7333333333338,5.0,8.0,15.022431124260507,36.0,137.93302367587611,99.664734,9.767474,5.164211,9.687373,123.0
2016-10-17,57.33333333333334,516.0,10.87820512820513,12.666666666666664,1192.8166666666666,5.0,6.666666666666668,15.528171445828836,35.666666666666664,141.56111536254534,99.654816,-7.519212,1.10342,12.829222,104.66666666666669
2016-10-18,56.0,514.0,11.230769230769232,13.0,1264.7500000000002,5.0,6.0,16.963209179221913,33.0,116.57333152921835,99.648346,4.010348,-3.4725132,10.017016,111.0
2016-10-19,47.0,510.0,8.11111111111111,18.0,1253.416666666667,5.0,8.0,17.43715692082453,33.0,103.6472456865204,99.655334,3.993946,-1.6530585,7.4350553,110.0
2016-10-20,54.5,513.5,10.571428571428571,13.0,1179.8333333333335,5.0,5.5,18.47380915456321,32.0,104.51422593744566,99.65281,-1.2756655,-0.023807405,3.8016188,103.5
2016-10-21,52.5,512.25,8.640977443609023,15.75,1168.7,5.0,5.5,19.241150856674963,32.0,70.65474958615181,99.658936,1.9260356,-0.97893924,0.71018106,102.25
2016-10-22,49.0,512.0,8.533333333333333,15.0,1097.4333333333336,5.0,3.0,19.570598024984324,32.0,116.84026741978346,99.63477,-2.7373474,-0.54150414,0.46114466,96.0
2016-10-23,50.0,511.0,10.583333333333334,12.0,1087.8666666666668,5.0,5.0,20.45535675852389,33.0,94.24136999552992,99.63959,-3.5283737,-0.037312064,0.24116619,95.0
2016-10-24,50.75,513.0,9.936263736263736,14.25,1168.6791666666668,5.0,4.25,21.22322556179088,34.0,112.17852815194277,99.66746,3.4372785,0.3853979,-1.7224908,102.25
2016-10-25,52.0,513.0,9.571428571428571,14.0,1151.9666666666667,5.0,4.0,21.584344261203494,35.0,131.6872361944178,99.653244,3.4493182,-0.085783005,-5.249281,101.0
2016-10-26,54.0,512.5,8.096153846153848,13.5,937.7083333333336,5.0,5.5,22.473337331421934,34.5,145.72675807364848,99.64567,-7.1192913,-2.0294924,-7.04902,82.5
